id	population	Super-population	GTFreq_00	GTFreq_01	GTFreq_11	REF_Freq	ALT_Freq
22_5	SIB	EAS	0.6578219315895373	0.289738430583501	0.0524396378269617	0.8026911468812878	0.1973088531187121
21_1	SIB	EAS	0.6677565392354124	0.272887323943662	0.0593561368209255	0.8042002012072434	0.1957997987927565
21_4	SIB	EAS	0.6541750503018109	0.2902414486921529	0.0555835010060362	0.7992957746478874	0.2007042253521126
21_8	SIB	EAS	0.670020120724346	0.2711267605633803	0.0588531187122736	0.8055835010060362	0.1944164989939638
21_7	SIB	EAS	0.6561871227364185	0.2850855130784708	0.0587273641851106	0.798729879275654	0.201270120724346
21_6	SIB	EAS	0.6622233400402414	0.2800553319919517	0.0577213279678068	0.8022510060362172	0.1977489939637827
21_2	SIB	EAS	0.6673792756539235	0.2810613682092555	0.0515593561368209	0.8079099597585513	0.1920900402414487
21_3	SIB	EAS	0.6783199195171026	0.266725352112676	0.0549547283702213	0.8116825955734406	0.1883174044265594
20_1	SIB	EAS	0.6692655935613682	0.2718812877263581	0.0588531187122736	0.8052062374245472	0.1947937625754527
20_2	SIB	EAS	0.6617203219315896	0.2820674044265593	0.0562122736418511	0.8027540241448693	0.1972459758551307
20_3	SIB	EAS	0.6637323943661971	0.2825704225352112	0.0536971830985915	0.8050176056338028	0.1949823943661972
2_4	SIB	EAS	0.6551810865191147	0.2893611670020121	0.0554577464788732	0.7998616700201207	0.2001383299798793
2_1	SIB	EAS	0.6613430583501007	0.2809356136820926	0.0577213279678068	0.801810865191147	0.198189134808853
2_2	SIB	EAS	0.6726609657947686	0.2691146881287726	0.0582243460764587	0.807218309859155	0.192781690140845
2_3	SIB	EAS	0.675930583501006	0.2713782696177062	0.0526911468812877	0.8116197183098591	0.1883802816901408
2_6	SIB	EAS	0.6483903420523138	0.2902414486921529	0.0613682092555332	0.7935110663983903	0.2064889336016097
2_5	SIB	EAS	0.670648893360161	0.2694919517102616	0.0598591549295774	0.8053948692152918	0.1946051307847082
2_7	SIB	EAS	0.6695171026156942	0.2732645875251509	0.0572183098591549	0.8061493963782697	0.1938506036217303
196_1	SIB	EAS	0.6510311871227364	0.289486921529175	0.0594818913480885	0.795774647887324	0.204225352112676
196_2	SIB	EAS	0.6579476861167002	0.2928822937625754	0.0491700201207243	0.8043888329979879	0.1956111670020121
196_3	SIB	EAS	0.6629778672032193	0.27829476861167	0.0587273641851106	0.8021252515090542	0.1978747484909457
196_4	SIB	EAS	0.6637323943661971	0.2811871227364185	0.0550804828973843	0.8043259557344064	0.1956740442655936
195_2	SIB	EAS	0.6642354124748491	0.2757796780684104	0.0599849094567404	0.8021252515090543	0.1978747484909456
195_1	SIB	EAS	0.6626006036217303	0.2789235412474849	0.0584758551307847	0.8020623742454728	0.1979376257545272
195_3	SIB	EAS	0.6661217303822937	0.278546277665996	0.0553319919517102	0.8053948692152917	0.1946051307847083
194_1	SIB	EAS	0.6663732394366197	0.2712525150905432	0.062374245472837	0.8019994969818913	0.1980005030181086
194_2	SIB	EAS	0.6620975855130785	0.2845824949698189	0.0533199195171026	0.804388832997988	0.1956111670020119
194_4	SIB	EAS	0.6595824949698189	0.2829476861167002	0.0574698189134808	0.801056338028169	0.198943661971831
194_3	SIB	EAS	0.658702213279678	0.2820674044265593	0.0592303822937625	0.7997359154929577	0.2002640845070422
